sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings,target
2,0.224,0.2,0.048,1.8476,0.791,0.41,0.6942,5,0
1,0.512,0.373,0.175,0.8237,0.3586,0.2471,0.1989,9,1
2,0.377,0.302,0.128,1.659,0.9196,0.432,0.1711,8,0
2,0.422,0.365,0.161,1.7106,0.8321,0.3178,0.2542,6,0
1,0.096,0.074,0.021,0.3461,0.1225,0.0814,0.0452,3,0
1,0.23,0.181,0.072,1.5513,0.5636,0.4089,0.1756,8,0
1,0.283,0.205,0.071,0.0357,0.0108,0.0072,0.0112,5,0
0,0.603,0.437,0.206,1.4174,0.7274,0.2191,0.2235,8,0
0,0.084,0.069,0.026,1.9718,0.8788,0.28,0.6933,2,0
0,0.377,0.315,0.079,0.2077,0.1215,0.033,0.0372,6,0
2,0.759,0.649,0.153,2.6529,1.3641,0.7153,0.291,13,2
1,0.158,0.128,0.028,1.2975,0.4294,0.2285,0.4492,3,0
2,0.457,0.379,0.125,2.6521,0.9242,0.4173,0.6361,11,1
0,0.657,0.462,0.256,0.3053,0.1375,0.0797,0.0854,12,2
1,0.772,0.565,0.124,2.6845,1.5502,0.2856,0.5392,17,2
2,0.628,0.563,0.081,0.3104,0.1161,0.0679,0.0353,12,2
1,0.608,0.435,0.083,1.3053,0.7149,0.3586,0.2755,12,2
2,0.687,0.574,0.23,2.6509,1.0436,0.4825,0.6773,16,2
1,0.405,0.298,0.083,0.6592,0.2511,0.1014,0.0682,8,0
0,0.671,0.566,0.112,0.1002,0.0572,0.0199,0.0273,15,2
0,0.081,0.068,0.017,2.2417,0.7043,0.5458,0.8247,1,0
1,0.759,0.567,0.223,1.6848,0.8394,0.3426,0.2786,16,2
2,0.403,0.304,0.106,1.4533,0.4548,0.1476,0.5494,8,0
0,0.485,0.403,0.157,0.099,0.0535,0.0115,0.0128,10,1
0,0.264,0.205,0.053,1.8467,1.0135,0.4511,0.642,6,0
0,0.624,0.461,0.147,0.4867,0.2764,0.0876,0.1714,14,2
1,0.132,0.112,0.017,2.6317,0.9364,0.6762,0.4667,4,0
1,0.721,0.527,0.088,1.9385,0.654,0.4457,0.7509,13,2
2,0.688,0.599,0.164,1.9987,0.9015,0.4323,0.4497,17,2
2,0.235,0.189,0.045,0.6588,0.2513,0.1846,0.0938,5,0
2,0.674,0.486,0.191,2.4892,1.1995,0.2595,0.6908,15,2
1,0.657,0.551,0.074,1.5206,0.6905,0.1992,0.6067,8,0
1,0.543,0.436,0.074,2.4224,0.832,0.5447,0.8958,12,2
2,0.351,0.267,0.126,0.7672,0.4003,0.0868,0.1408,9,1
2,0.276,0.217,0.074,2.1354,1.1555,0.489,0.5832,6,0
1,0.247,0.188,0.077,1.6246,0.9567,0.4822,0.2187,1,0
2,0.311,0.234,0.11,0.1387,0.0581,0.0382,0.0331,5,0
0,0.744,0.545,0.178,1.1467,0.4602,0.2502,0.2946,13,2
1,0.132,0.102,0.043,0.5214,0.1865,0.1454,0.1015,5,0
2,0.688,0.516,0.177,1.0163,0.36,0.1253,0.2493,11,1
1,0.333,0.279,0.056,1.0846,0.4298,0.2071,0.4078,8,0
0,0.461,0.386,0.093,1.3432,0.7986,0.2495,0.3359,9,1
1,0.663,0.531,0.164,1.6972,0.5561,0.2839,0.5928,15,2
1,0.729,0.624,0.142,1.6144,0.6099,0.1615,0.3152,15,2
1,0.33,0.287,0.066,0.1121,0.0365,0.0312,0.0439,5,0
1,0.417,0.34,0.084,2.1219,0.8108,0.5422,0.2717,7,0
0,0.382,0.315,0.052,2.6825,0.8791,0.6185,0.7395,7,0
1,0.085,0.064,0.011,0.9867,0.4465,0.1241,0.3325,1,0
1,0.294,0.258,0.034,0.5096,0.2199,0.0895,0.1754,9,1
2,0.415,0.293,0.055,1.527,0.5378,0.435,0.2435,11,1
1,0.379,0.292,0.077,1.9927,0.7023,0.4451,0.4394,8,0
2,0.609,0.514,0.169,1.9192,0.9362,0.4235,0.5513,14,2
0,0.36,0.258,0.056,1.7306,0.7202,0.4891,0.3371,7,0
0,0.437,0.322,0.16,0.415,0.1315,0.088,0.1235,10,1
0,0.393,0.321,0.135,2.3652,1.3625,0.5192,0.5053,10,1
0,0.623,0.506,0.16,1.204,0.5075,0.2036,0.2471,12,2
2,0.714,0.605,0.227,0.6274,0.2995,0.1093,0.0831,16,2
1,0.469,0.405,0.098,0.2456,0.1389,0.0582,0.0275,6,0
0,0.659,0.478,0.073,1.1788,0.4959,0.1934,0.4133,14,2
1,0.295,0.208,0.11,1.7472,0.9543,0.3701,0.4313,6,0
2,0.476,0.399,0.066,1.881,1.0805,0.2931,0.5057,9,1
2,0.33,0.251,0.127,2.7208,0.9583,0.3625,0.5759,6,0
2,0.382,0.315,0.104,0.4345,0.2467,0.0829,0.0613,7,0
0,0.617,0.45,0.118,2.7858,0.9359,0.3997,0.6543,15,2
1,0.727,0.577,0.181,1.8508,0.708,0.5177,0.3122,14,2
1,0.165,0.132,0.041,1.2847,0.6969,0.2065,0.4513,9,1
1,0.545,0.445,0.058,2.5103,1.4314,0.551,0.9942,9,1
2,0.506,0.406,0.105,1.9632,0.9919,0.2998,0.72,11,1
0,0.163,0.13,0.052,0.9868,0.3271,0.1496,0.2551,5,0
2,0.232,0.178,0.059,2.4987,1.1417,0.4251,0.7207,4,0
2,0.305,0.218,0.053,1.8845,0.8891,0.5336,0.7245,4,0
1,0.199,0.143,0.04,1.9755,0.7597,0.3522,0.5168,3,0
2,0.255,0.201,0.092,2.5334,1.5134,0.6695,0.7387,2,0
1,0.273,0.211,0.07,1.2683,0.5082,0.1769,0.3662,4,0
0,0.323,0.259,0.083,1.8571,0.6743,0.2036,0.5802,7,0
1,0.63,0.479,0.245,2.105,0.7011,0.5396,0.6148,18,2
0,0.498,0.417,0.098,1.2839,0.531,0.2675,0.3867,13,2
1,0.805,0.703,0.196,0.2377,0.1207,0.0477,0.0755,15,2
2,0.382,0.29,0.131,2.1805,0.8055,0.3368,0.7473,10,1
2,0.633,0.468,0.207,0.137,0.0727,0.0157,0.0303,12,2
0,0.72,0.521,0.129,2.0294,0.6913,0.3989,0.657,13,2
0,0.577,0.475,0.084,2.5743,1.1125,0.7039,0.3348,11,1
0,0.38,0.3,0.118,0.9818,0.5014,0.1217,0.3563,3,0
1,0.633,0.467,0.112,0.2902,0.0988,0.0829,0.0543,9,1
1,0.226,0.188,0.085,0.6596,0.3162,0.1022,0.1458,6,0
0,0.317,0.231,0.044,1.5899,0.858,0.3282,0.5423,9,1
2,0.48,0.389,0.094,2.6641,1.2752,0.3018,0.7755,5,0
1,0.501,0.404,0.058,1.4487,0.6569,0.268,0.279,13,2
1,0.091,0.077,0.028,0.3204,0.1767,0.0401,0.0537,4,0
1,0.774,0.55,0.284,1.7749,1.0572,0.1945,0.6874,15,2
0,0.591,0.519,0.172,2.0716,0.7342,0.6076,0.2617,13,2
0,0.442,0.372,0.169,1.1126,0.5645,0.2737,0.1127,12,2
0,0.766,0.569,0.106,2.0396,0.6612,0.4973,0.6157,18,2
0,0.4,0.295,0.051,0.9193,0.2876,0.1086,0.2614,9,1
0,0.801,0.63,0.282,2.2304,0.857,0.6376,0.7166,15,2
2,0.454,0.392,0.162,0.9652,0.5707,0.1871,0.3084,8,0
2,0.16,0.139,0.056,0.7252,0.3377,0.1961,0.2603,5,0
0,0.641,0.515,0.218,2.4848,0.9454,0.2547,0.9359,14,2
1,0.577,0.503,0.12,1.5509,0.527,0.2476,0.5157,14,2
0,0.647,0.454,0.107,0.8073,0.465,0.2416,0.137,10,1
2,0.779,0.551,0.295,2.6427,1.0801,0.4904,0.6317,16,2
2,0.65,0.574,0.125,1.953,0.7656,0.5423,0.5713,14,2
1,0.527,0.451,0.116,0.6253,0.3485,0.1035,0.1637,10,1
2,0.709,0.56,0.22,1.7378,0.8364,0.3564,0.2566,19,2
0,0.573,0.487,0.108,2.4599,0.8624,0.6662,0.6809,10,1
1,0.377,0.336,0.13,1.9679,0.8392,0.4352,0.7202,7,0
0,0.73,0.624,0.088,0.6932,0.401,0.1699,0.1564,16,2
0,0.239,0.208,0.081,1.8343,1.0462,0.2674,0.5515,7,0
1,0.604,0.515,0.169,1.7505,0.562,0.2296,0.4985,12,2
0,0.727,0.533,0.198,2.3201,0.883,0.3389,0.4944,14,2
2,0.616,0.534,0.146,0.505,0.1749,0.1003,0.1361,14,2
0,0.591,0.437,0.108,1.9778,0.9101,0.5146,0.3225,13,2
1,0.632,0.555,0.151,0.0793,0.0416,0.0135,0.0209,13,2
1,0.419,0.332,0.098,1.968,0.7649,0.4191,0.6684,5,0
1,0.722,0.603,0.199,2.7143,1.4315,0.7083,0.8894,15,2
0,0.226,0.181,0.042,0.4945,0.2476,0.0731,0.1026,8,0
1,0.169,0.121,0.021,0.8811,0.4568,0.2437,0.1177,5,0
1,0.286,0.217,0.041,1.648,0.9632,0.4789,0.5603,4,0
0,0.468,0.42,0.145,2.0703,0.8848,0.2232,0.3716,6,0
2,0.453,0.404,0.048,0.9745,0.3925,0.109,0.113,11,1
0,0.682,0.521,0.243,1.8779,0.9486,0.222,0.4386,13,2
1,0.374,0.336,0.115,2.5416,1.3782,0.649,0.818,10,1
1,0.433,0.376,0.143,2.0538,0.7341,0.2832,0.7035,11,1
0,0.085,0.07,0.03,2.0099,1.1136,0.4927,0.7932,1,0
2,0.378,0.268,0.052,1.0807,0.343,0.2034,0.1695,8,0
1,0.554,0.488,0.192,2.5759,0.7777,0.6884,0.4846,12,2
1,0.086,0.07,0.022,0.7852,0.2729,0.2055,0.2221,1,0
1,0.283,0.247,0.103,0.5817,0.3453,0.1698,0.1998,9,1
0,0.229,0.199,0.084,1.0306,0.4711,0.1548,0.1754,6,0
1,0.106,0.092,0.011,1.838,0.5771,0.2681,0.4098,2,0
2,0.43,0.361,0.092,2.4354,1.4592,0.2589,0.5419,11,1
1,0.209,0.158,0.054,0.375,0.1963,0.0683,0.1245,5,0
1,0.625,0.48,0.19,2.3002,1.2683,0.4412,0.3963,10,1
2,0.702,0.535,0.13,2.2974,0.836,0.6729,0.8974,12,2
1,0.479,0.337,0.084,1.6595,0.5503,0.4417,0.4201,5,0
0,0.801,0.654,0.172,2.1501,0.9773,0.2867,0.397,16,2
0,0.408,0.343,0.102,0.5156,0.2741,0.1339,0.0955,9,1
0,0.455,0.396,0.175,0.4809,0.2363,0.0652,0.0507,9,1
2,0.807,0.588,0.265,2.4385,1.1932,0.2818,0.7504,14,2
1,0.246,0.199,0.056,1.4088,0.7426,0.3767,0.4688,4,0
0,0.772,0.542,0.09,0.6965,0.2564,0.2056,0.0764,15,2
2,0.107,0.077,0.016,1.947,0.9705,0.229,0.5369,4,0
1,0.405,0.288,0.096,2.5207,1.0527,0.6624,0.8432,11,1
2,0.127,0.107,0.044,1.7877,0.5737,0.486,0.3806,1,0
0,0.615,0.44,0.132,0.9829,0.3545,0.1216,0.2259,12,2
0,0.525,0.443,0.137,1.3667,0.7356,0.2141,0.2849,9,1
0,0.598,0.448,0.22,2.1264,1.2095,0.5247,0.414,11,1
2,0.352,0.308,0.132,0.1926,0.0741,0.0504,0.0476,9,1
2,0.348,0.3,0.057,0.6153,0.2197,0.1051,0.0922,6,0
0,0.109,0.097,0.012,1.3083,0.403,0.1727,0.3038,4,0
2,0.334,0.293,0.064,1.7084,0.9982,0.3924,0.6535,11,1
0,0.763,0.677,0.236,0.9598,0.4848,0.2307,0.1039,14,2
0,0.356,0.31,0.137,0.8447,0.4959,0.1695,0.1262,7,0
1,0.69,0.579,0.085,0.1189,0.0665,0.0153,0.0396,13,2
2,0.698,0.512,0.076,0.0941,0.0378,0.0253,0.0131,19,2
0,0.351,0.265,0.128,0.789,0.2634,0.1807,0.1431,6,0
0,0.543,0.403,0.176,1.5001,0.6746,0.4108,0.3547,14,2
2,0.146,0.12,0.058,1.5732,0.4846,0.4509,0.6025,3,0
1,0.152,0.122,0.033,1.3971,0.482,0.3648,0.2166,3,0
1,0.111,0.097,0.025,1.1595,0.429,0.3383,0.437,4,0
0,0.505,0.45,0.077,0.7145,0.357,0.2078,0.2255,9,1
2,0.39,0.305,0.053,1.1336,0.5135,0.2538,0.3416,10,1
1,0.481,0.385,0.132,0.3939,0.1539,0.0968,0.1249,9,1
2,0.461,0.412,0.096,0.3275,0.1537,0.0786,0.0358,7,0
2,0.334,0.252,0.041,0.849,0.2866,0.1904,0.1101,9,1
0,0.576,0.494,0.211,2.8129,1.4816,0.2922,0.5639,13,2
1,0.636,0.474,0.101,0.924,0.4746,0.1582,0.1129,12,2
0,0.086,0.072,0.028,2.6466,0.9659,0.3176,1.0488,4,0
1,0.228,0.171,0.042,1.1097,0.5348,0.1776,0.3042,3,0
1,0.603,0.529,0.207,1.2418,0.56,0.1412,0.3057,13,2
1,0.361,0.293,0.049,2.2529,0.717,0.6398,0.7562,4,0
1,0.565,0.417,0.185,0.2664,0.1022,0.0507,0.1047,11,1
1,0.332,0.247,0.043,0.5169,0.3101,0.0713,0.1998,5,0
2,0.364,0.291,0.085,2.7521,0.9078,0.5971,0.93,5,0
0,0.192,0.171,0.061,1.4307,0.6466,0.1993,0.305,4,0
2,0.266,0.227,0.04,0.1271,0.0705,0.0332,0.0152,6,0
1,0.523,0.417,0.097,0.1358,0.053,0.0219,0.0176,12,2
0,0.396,0.304,0.142,2.564,0.9697,0.4179,0.2573,8,0
1,0.648,0.525,0.237,2.4684,1.4002,0.6763,0.2482,14,2
0,0.706,0.6,0.08,1.2965,0.5075,0.2747,0.4939,12,2
2,0.476,0.408,0.072,0.4629,0.2293,0.1284,0.175,8,0
0,0.636,0.486,0.086,2.3467,1.2252,0.4285,0.7046,13,2
0,0.302,0.255,0.046,0.9187,0.493,0.1551,0.2921,4,0
0,0.382,0.318,0.149,1.1854,0.7094,0.2386,0.301,8,0
0,0.602,0.537,0.16,1.9293,1.0437,0.2167,0.3306,11,1
0,0.361,0.32,0.087,1.0,0.4971,0.1308,0.3743,7,0
1,0.51,0.438,0.202,1.7774,1.0107,0.2558,0.3258,7,0
0,0.212,0.179,0.057,2.502,1.4305,0.6589,0.8054,1,0
0,0.519,0.392,0.155,2.2538,1.3341,0.5561,0.3913,9,1
2,0.713,0.62,0.142,1.0797,0.5754,0.1497,0.3898,12,2
0,0.718,0.564,0.154,0.8151,0.2922,0.1266,0.2408,9,1
2,0.611,0.461,0.17,0.8083,0.4146,0.2335,0.2367,13,2
1,0.627,0.487,0.076,0.9864,0.3182,0.1156,0.1275,14,2
0,0.488,0.423,0.086,1.3957,0.5518,0.2924,0.3152,12,2
2,0.508,0.371,0.081,1.1785,0.3945,0.2409,0.3034,10,1
2,0.174,0.138,0.018,0.3776,0.2209,0.0926,0.0711,3,0
1,0.403,0.322,0.105,0.4636,0.1862,0.0706,0.1689,8,0
0,0.409,0.289,0.11,0.9704,0.4988,0.2785,0.3409,7,0
0,0.784,0.579,0.169,1.5893,0.7492,0.2894,0.3943,12,2
2,0.394,0.341,0.071,1.6757,0.5568,0.2633,0.3385,10,1
0,0.482,0.417,0.142,1.375,0.6441,0.2301,0.4681,10,1
2,0.47,0.356,0.066,2.0883,1.0406,0.3545,0.3322,9,1
0,0.546,0.478,0.14,2.084,1.1763,0.2913,0.2531,10,1
2,0.629,0.537,0.208,1.2096,0.3883,0.3455,0.1375,14,2
0,0.242,0.19,0.036,0.3534,0.1374,0.0477,0.0394,5,0
1,0.466,0.396,0.152,1.4992,0.7611,0.4146,0.3698,8,0
0,0.686,0.612,0.225,1.0793,0.3349,0.1953,0.1906,13,2
0,0.418,0.331,0.049,0.3915,0.1414,0.0602,0.1202,8,0
1,0.281,0.21,0.03,2.7747,1.0144,0.3876,0.8218,3,0
0,0.559,0.497,0.219,1.0462,0.5239,0.2101,0.2747,14,2
1,0.685,0.562,0.108,1.7693,0.6826,0.4138,0.3642,12,2
0,0.122,0.088,0.042,1.3861,0.6652,0.3876,0.4923,1,0
2,0.65,0.529,0.175,0.4053,0.239,0.0934,0.1268,12,2
2,0.683,0.546,0.122,0.1589,0.0855,0.0313,0.0288,15,2
0,0.417,0.363,0.058,1.7692,0.7075,0.1888,0.4432,8,0
0,0.803,0.647,0.2,0.6996,0.309,0.198,0.1028,18,2
0,0.657,0.493,0.146,0.6901,0.2486,0.1936,0.1371,12,2
2,0.648,0.541,0.201,2.7045,0.8241,0.4753,1.0795,10,1
0,0.628,0.508,0.233,1.306,0.5053,0.1382,0.2183,11,1
2,0.186,0.139,0.064,0.0851,0.035,0.021,0.0263,2,0
1,0.236,0.192,0.043,0.9617,0.4513,0.2484,0.165,6,0
2,0.418,0.361,0.152,1.6526,0.9638,0.3446,0.6304,7,0
2,0.27,0.191,0.095,0.9299,0.5434,0.1679,0.1795,3,0
1,0.382,0.316,0.145,0.0778,0.025,0.021,0.0159,5,0
2,0.732,0.564,0.174,1.2567,0.6087,0.1741,0.3496,11,1
0,0.685,0.52,0.226,0.3011,0.0942,0.0566,0.0832,19,2
0,0.541,0.421,0.15,1.7505,0.8655,0.1836,0.4792,9,1
2,0.71,0.546,0.137,1.7517,0.5874,0.2326,0.4764,15,2
0,0.655,0.568,0.261,0.1086,0.0634,0.0313,0.021,11,1
2,0.392,0.296,0.044,0.8228,0.4602,0.1774,0.1895,10,1
0,0.224,0.19,0.033,1.1703,0.3589,0.3056,0.3254,3,0
0,0.456,0.328,0.168,1.5559,0.8318,0.307,0.4689,13,2
2,0.62,0.552,0.073,0.8381,0.4113,0.2237,0.1475,16,2
0,0.398,0.328,0.146,0.8146,0.3654,0.1693,0.2529,6,0
2,0.568,0.478,0.179,2.778,1.3356,0.2803,1.0473,14,2
0,0.145,0.11,0.016,0.1202,0.0605,0.0336,0.0394,7,0
0,0.629,0.492,0.144,2.7951,1.5802,0.3626,0.3501,9,1
1,0.676,0.503,0.221,0.1369,0.0726,0.026,0.033,11,1
1,0.598,0.53,0.164,0.8163,0.3858,0.1595,0.1882,8,0
2,0.791,0.631,0.301,1.3962,0.7643,0.1528,0.2806,14,2
1,0.687,0.568,0.248,0.4067,0.2424,0.045,0.1006,12,2
2,0.743,0.629,0.148,0.3828,0.1493,0.0967,0.0888,14,2
1,0.766,0.593,0.096,0.7258,0.2435,0.1162,0.0739,13,2
0,0.668,0.564,0.256,2.7512,1.4291,0.5005,0.4704,15,2
2,0.574,0.479,0.146,1.0755,0.6384,0.2289,0.1765,12,2
2,0.079,0.066,0.01,1.6004,0.5362,0.2796,0.3277,2,0
0,0.42,0.335,0.145,1.9909,0.8551,0.5077,0.3033,10,1
2,0.498,0.387,0.18,2.098,0.6686,0.5809,0.2525,10,1
2,0.3,0.223,0.088,1.945,1.0366,0.2177,0.3092,6,0
1,0.31,0.268,0.073,0.9535,0.5574,0.2165,0.3397,5,0
2,0.786,0.646,0.235,0.3175,0.1428,0.0519,0.1077,18,2
0,0.735,0.58,0.229,0.7976,0.3373,0.1728,0.1855,15,2
1,0.703,0.625,0.259,0.5959,0.341,0.1173,0.2165,14,2
1,0.375,0.266,0.145,0.3868,0.1315,0.0645,0.0657,6,0
0,0.085,0.074,0.022,0.0712,0.0404,0.0085,0.0196,2,0
0,0.134,0.121,0.045,2.6445,1.1044,0.5603,0.3778,1,0
1,0.306,0.268,0.119,2.603,1.2177,0.319,0.9111,7,0
2,0.087,0.075,0.013,0.1444,0.0662,0.0189,0.0201,1,0
1,0.088,0.068,0.009,0.4908,0.2379,0.1455,0.0538,3,0
0,0.753,0.562,0.272,0.3959,0.2307,0.0647,0.0721,12,2
1,0.598,0.506,0.095,0.7962,0.466,0.1727,0.2948,12,2
0,0.304,0.231,0.034,0.5783,0.3177,0.0893,0.0803,7,0
1,0.173,0.127,0.026,2.6731,0.9555,0.73,0.5325,4,0
2,0.454,0.389,0.098,0.2397,0.0959,0.0376,0.0467,6,0
1,0.079,0.06,0.013,0.5998,0.2677,0.104,0.2042,1,0
1,0.769,0.679,0.147,0.23,0.1315,0.051,0.0521,18,2
0,0.382,0.332,0.15,2.7706,1.2641,0.7591,0.7854,7,0
0,0.373,0.324,0.116,2.5956,1.5398,0.6833,0.5744,6,0
0,0.364,0.311,0.114,2.0258,1.2057,0.3095,0.5377,10,1
1,0.126,0.11,0.016,1.2049,0.5778,0.3204,0.1431,6,0
2,0.547,0.471,0.175,0.5391,0.3036,0.1295,0.1144,9,1
0,0.617,0.506,0.199,0.6275,0.3764,0.187,0.2237,11,1
0,0.575,0.437,0.171,1.2531,0.6954,0.3598,0.3851,11,1
1,0.177,0.155,0.03,2.1715,1.0794,0.4487,0.8568,5,0
0,0.503,0.437,0.114,0.7496,0.4149,0.1874,0.2521,10,1
2,0.496,0.394,0.176,0.8797,0.2857,0.1883,0.2071,10,1
2,0.718,0.508,0.216,1.6962,0.8319,0.3715,0.5138,14,2
0,0.356,0.295,0.114,0.6733,0.2457,0.081,0.2241,12,2
0,0.35,0.249,0.097,1.6518,0.5531,0.1659,0.2988,8,0
1,0.533,0.472,0.125,1.0953,0.622,0.1201,0.1293,10,1
2,0.543,0.485,0.178,0.0991,0.0487,0.0291,0.022,10,1
2,0.422,0.311,0.051,1.1392,0.425,0.1427,0.1634,9,1
0,0.403,0.337,0.122,2.5987,1.0811,0.2829,0.476,6,0
1,0.441,0.317,0.176,0.8297,0.4912,0.1344,0.3186,9,1
2,0.712,0.602,0.238,0.9137,0.5104,0.1989,0.3236,15,2
2,0.416,0.32,0.078,0.1882,0.0573,0.0545,0.0523,7,0
1,0.771,0.645,0.141,1.7389,1.0328,0.4173,0.3832,11,1
1,0.448,0.347,0.134,2.4003,0.9855,0.3727,0.4304,5,0
2,0.777,0.567,0.287,0.9987,0.508,0.2874,0.2711,15,2
2,0.691,0.54,0.189,0.6805,0.3496,0.073,0.1769,16,2
1,0.343,0.248,0.089,2.7035,1.5505,0.7997,0.9036,6,0
2,0.714,0.582,0.106,2.1061,1.191,0.2353,0.797,16,2
0,0.156,0.11,0.049,1.6037,0.6167,0.4022,0.3186,2,0
0,0.76,0.612,0.236,0.8648,0.4264,0.0943,0.14,13,2
1,0.542,0.475,0.211,0.6255,0.2615,0.1791,0.1381,8,0
1,0.115,0.1,0.022,2.0233,0.926,0.2463,0.4679,1,0
1,0.552,0.484,0.18,1.4755,0.6882,0.1624,0.1652,11,1
0,0.796,0.704,0.183,1.4722,0.6167,0.4091,0.5278,16,2
2,0.127,0.092,0.034,0.2102,0.0923,0.025,0.0838,2,0
0,0.485,0.352,0.167,1.4484,0.525,0.376,0.546,9,1
2,0.628,0.51,0.105,2.3254,1.1215,0.58,0.833,15,2
0,0.675,0.593,0.137,2.6758,1.412,0.5881,1.0644,17,2
2,0.381,0.341,0.126,0.3033,0.1301,0.0533,0.1129,6,0
0,0.226,0.16,0.061,1.7844,1.0587,0.5052,0.5469,4,0
1,0.106,0.082,0.014,1.607,0.5097,0.4407,0.2411,1,0
0,0.504,0.374,0.115,2.5162,1.1996,0.4661,0.3696,10,1
2,0.41,0.349,0.113,2.1235,1.0088,0.3108,0.2434,8,0
0,0.777,0.643,0.29,2.7279,0.8481,0.4215,0.6098,16,2
0,0.12,0.087,0.019,2.7131,0.9967,0.3909,0.9296,4,0
0,0.582,0.464,0.199,0.6393,0.3655,0.1331,0.158,9,1
1,0.093,0.078,0.013,2.0504,0.9501,0.5612,0.4304,1,0
0,0.202,0.173,0.035,1.5002,0.6465,0.3821,0.1992,3,0
1,0.411,0.289,0.071,0.608,0.2582,0.1575,0.0702,9,1
1,0.412,0.362,0.15,0.5523,0.3128,0.1047,0.1214,11,1
0,0.582,0.474,0.093,0.231,0.0947,0.038,0.03,10,1
0,0.749,0.646,0.252,2.2486,1.2542,0.5655,0.2947,16,2
0,0.548,0.472,0.131,0.9184,0.3607,0.2376,0.2008,14,2
2,0.781,0.576,0.312,2.4221,1.1128,0.5791,0.6076,14,2
0,0.727,0.525,0.256,1.7199,0.5902,0.183,0.2683,15,2
1,0.508,0.429,0.164,1.9043,1.0426,0.415,0.5816,10,1
0,0.692,0.506,0.25,0.8257,0.43,0.1399,0.1863,11,1
2,0.551,0.479,0.16,1.2934,0.5937,0.1801,0.165,12,2
0,0.133,0.112,0.047,1.1664,0.359,0.2786,0.3396,5,0
2,0.623,0.541,0.111,0.6676,0.2967,0.1026,0.1382,11,1
2,0.145,0.11,0.019,2.353,0.8649,0.6649,0.2722,2,0
0,0.515,0.393,0.147,1.7588,0.7458,0.2807,0.6761,7,0
1,0.595,0.496,0.137,0.1077,0.06,0.0227,0.0292,14,2
2,0.124,0.088,0.028,2.3174,1.2303,0.6154,0.5639,4,0
0,0.246,0.208,0.063,0.3015,0.1123,0.0544,0.1079,3,0
0,0.753,0.653,0.157,1.142,0.68,0.3035,0.4351,13,2
1,0.531,0.416,0.153,1.6152,0.9222,0.3953,0.2683,10,1
2,0.257,0.219,0.028,0.0236,0.0108,0.0067,0.0081,8,0
2,0.586,0.431,0.229,1.8458,0.8473,0.3049,0.6448,12,2
0,0.517,0.395,0.195,1.865,1.0638,0.2257,0.2169,11,1
0,0.446,0.399,0.17,1.8447,0.9055,0.3432,0.5785,9,1
1,0.797,0.715,0.167,0.4636,0.2137,0.1192,0.0551,19,2
1,0.581,0.466,0.151,0.7242,0.38,0.1377,0.2016,11,1
2,0.353,0.313,0.136,0.7006,0.2596,0.1068,0.2107,7,0
2,0.667,0.537,0.247,2.7132,1.5289,0.2863,0.5701,16,2
0,0.73,0.554,0.246,0.1927,0.0885,0.0313,0.0702,17,2
2,0.168,0.127,0.037,1.2128,0.5834,0.2943,0.4125,1,0
1,0.223,0.198,0.06,2.4624,0.8052,0.3189,0.9303,1,0
1,0.235,0.173,0.079,2.175,0.8545,0.3658,0.423,5,0
0,0.586,0.478,0.107,2.3246,0.995,0.2419,0.2475,13,2
1,0.521,0.423,0.15,2.7478,1.1655,0.6714,0.9437,11,1
1,0.533,0.452,0.186,1.0956,0.5845,0.3025,0.1828,9,1
1,0.771,0.617,0.241,0.8765,0.3372,0.1873,0.2105,19,2
1,0.649,0.49,0.158,0.0886,0.0314,0.0093,0.0306,11,1
0,0.17,0.125,0.047,0.4257,0.2021,0.0611,0.0702,1,0
0,0.332,0.274,0.132,1.5891,0.7699,0.2983,0.3076,9,1
2,0.397,0.335,0.111,0.4472,0.1505,0.0973,0.1036,7,0
1,0.368,0.3,0.124,2.0813,0.6259,0.4147,0.3779,11,1
2,0.57,0.483,0.181,0.1071,0.0616,0.0303,0.0255,11,1
0,0.735,0.535,0.228,0.7348,0.238,0.2114,0.0756,14,2
0,0.301,0.264,0.095,1.966,1.1194,0.2387,0.3217,7,0
0,0.483,0.394,0.114,0.7235,0.3037,0.0924,0.2531,11,1
0,0.659,0.478,0.16,2.06,1.0216,0.3535,0.4615,18,2
0,0.383,0.303,0.092,2.8143,1.001,0.5185,0.8187,9,1
0,0.199,0.173,0.022,2.253,1.2328,0.4894,0.3823,6,0
0,0.426,0.375,0.073,0.9673,0.3425,0.2463,0.2853,7,0
1,0.116,0.087,0.017,2.5453,1.0587,0.3236,1.0181,4,0
2,0.772,0.65,0.283,0.1465,0.0544,0.0382,0.0408,17,2
0,0.13,0.094,0.024,2.0494,1.1297,0.455,0.5913,1,0
1,0.399,0.282,0.056,0.0679,0.0379,0.0201,0.0091,5,0
1,0.467,0.379,0.063,0.4949,0.2037,0.1139,0.1094,8,0
2,0.804,0.675,0.249,2.7909,1.0946,0.6788,0.9997,15,2
0,0.198,0.17,0.02,1.0211,0.5433,0.142,0.3577,4,0
2,0.16,0.123,0.039,2.3191,1.3069,0.5885,0.5954,5,0
0,0.081,0.057,0.011,1.0641,0.5184,0.1233,0.3948,4,0
1,0.19,0.151,0.067,2.3742,1.3728,0.5492,0.3392,7,0
1,0.228,0.16,0.088,2.7284,1.132,0.3032,0.8116,5,0
